id,name,email,country,region,loyalty_tier,carbon_offset_opt_in
4191,Richard Arnold,davismike@example.org,NETHERLANDS,EUROPE,NONE,FALSE
4192,Christopher Mitchell,carrjames@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
4193,Michelle Shepard,lsanchez@example.org,CANADA,AMERICA,NONE,FALSE
4194,Aaron Caldwell,amyfields@example.net,UNITED STATES,AMERICA,SILVER,FALSE
4195,Matthew Crane,allisoncampbell@example.com,CANADA,AMERICA,NONE,TRUE
4196,Nicole Gutierrez,preynolds@example.net,SPAIN,EUROPE,NONE,FALSE
4197,Shirley Brock,stephenskerry@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
4198,Edward Newton,egraham@example.com,AUSTRALIA,APAC,NONE,TRUE
4199,Robert Parker,scottdeborah@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4200,Pamela Gill,crussell@example.net,UNITED STATES,AMERICA,SILVER,TRUE
4201,Erin Davis,twallace@example.com,CANADA,AMERICA,SILVER,FALSE
4202,Caroline Price,talvarado@example.com,CANADA,AMERICA,GREEN,TRUE
4203,Leonard Mcgrath,john55@example.com,UNITED STATES,AMERICA,SILVER,TRUE
4204,Matthew Gonzalez,alejandro26@example.net,GERMANY,EUROPE,NONE,TRUE
4205,Sarah Mcmillan,ladams@example.com,UNITED KINGDOM,EUROPE,SILVER,FALSE
4206,Michael Morton,benjamindavid@example.net,SPAIN,EUROPE,NONE,TRUE
4207,Charles Harrington,johnbarton@example.net,SWEDEN,EUROPE,NONE,FALSE
4208,Maria Adams,dtaylor@example.org,UNITED STATES,AMERICA,NONE,TRUE
4209,David Mann,brian61@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
4210,Katherine Turner,tyler30@example.com,UNITED STATES,AMERICA,NONE,FALSE
4211,Erin Cruz,emma76@example.net,SWEDEN,EUROPE,NONE,TRUE
4212,Sydney Pollard,jshaw@example.net,NETHERLANDS,EUROPE,SILVER,TRUE
4213,Stephen Rogers,sabrinawalsh@example.com,GERMANY,EUROPE,NONE,FALSE
4214,Debbie Scott,jason63@example.org,FRANCE,EUROPE,NONE,FALSE
4215,Jacob Rodriguez,qkelly@example.com,FRANCE,EUROPE,NONE,FALSE
4216,Antonio Hernandez,dramos@example.net,AUSTRALIA,APAC,NONE,FALSE
4217,Jacob Williams,christopher91@example.net,FRANCE,EUROPE,NONE,TRUE
4218,Hannah Raymond,ballardrobert@example.net,FRANCE,EUROPE,SILVER,TRUE
4219,Danny Koch,brandon14@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4220,Sandra Mckinney,anolan@example.net,NETHERLANDS,EUROPE,GOLD,FALSE
4221,Charlotte Burns DDS,chandavid@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
4222,April Williams,doyletravis@example.org,CANADA,AMERICA,NONE,TRUE
4223,Cameron Miller,michael49@example.com,UNITED STATES,AMERICA,NONE,TRUE
4224,Kyle Cook,thomaswarner@example.com,NETHERLANDS,EUROPE,NONE,TRUE
4225,Jessica Bernard,jason83@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
4226,Sean Burton,vdennis@example.net,FRANCE,EUROPE,SILVER,FALSE
4227,Daniel Patterson,larsoneric@example.org,NETHERLANDS,EUROPE,NONE,TRUE
4228,Joshua Bryant,linda37@example.org,GERMANY,EUROPE,GREEN,FALSE
4229,Jeremy Levy,bradleysanchez@example.net,AUSTRALIA,APAC,SILVER,TRUE
4230,Douglas Marsh,robertjenkins@example.com,AUSTRALIA,APAC,NONE,TRUE
4231,Casey Harris,strongtammy@example.com,UNITED STATES,AMERICA,NONE,TRUE
4232,Jennifer Thomas,vnguyen@example.org,UNITED STATES,AMERICA,NONE,FALSE
4233,Todd Shannon,richardsnow@example.net,GERMANY,EUROPE,SILVER,FALSE
4234,Jesse Edwards,smithsusan@example.net,GERMANY,EUROPE,GREEN,TRUE
4235,Sylvia Leblanc,lwilliams@example.org,UNITED STATES,AMERICA,SILVER,FALSE
4236,Tyler Barton,christophermills@example.com,UNITED STATES,AMERICA,GOLD,FALSE
4237,Michael Harris,teresadiaz@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
4238,Crystal Horton,alvingrimes@example.com,UNITED STATES,AMERICA,SILVER,TRUE
4239,Morgan Haynes,pittsrobert@example.com,UNITED STATES,AMERICA,GREEN,FALSE
4240,Stephanie Perkins,dustinrodriguez@example.net,SWEDEN,EUROPE,SILVER,TRUE
4241,Charles Thompson,robert85@example.net,UNITED KINGDOM,EUROPE,SILVER,TRUE
4242,Erin Rodriguez,thomasaustin@example.org,NETHERLANDS,EUROPE,GREEN,FALSE
4243,Marissa Brown,amy05@example.org,NETHERLANDS,EUROPE,SILVER,TRUE
4244,Daniel Mitchell,jennifer36@example.org,UNITED STATES,AMERICA,GOLD,TRUE
4245,Abigail Olson,holly37@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
4246,April Weiss,david43@example.com,UNITED STATES,AMERICA,SILVER,FALSE
4247,Amanda Lucas,hartmanalex@example.net,CANADA,AMERICA,SILVER,FALSE
4248,Antonio Fuentes,jane92@example.net,NETHERLANDS,EUROPE,SILVER,FALSE
4249,Sandra Walker,samanthaburton@example.net,SWEDEN,EUROPE,NONE,TRUE
4250,Anna May,oscar17@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
4251,Jaime Gomez,snyderjodi@example.net,NETHERLANDS,EUROPE,NONE,TRUE
4252,Cynthia Gallagher,pollardgina@example.net,JAPAN,ASIA,SILVER,FALSE
4253,Roger Miller,jobrien@example.org,SWEDEN,EUROPE,GOLD,FALSE
4254,Matthew Freeman,wandabennett@example.net,UNITED STATES,AMERICA,NONE,TRUE
4255,Mr. Micheal Scott V,tbell@example.net,SPAIN,EUROPE,SILVER,FALSE
4256,Willie Kelly,tiffanycook@example.org,GERMANY,EUROPE,NONE,TRUE
4257,Isabella Smith,yphelps@example.com,AUSTRALIA,APAC,SILVER,TRUE
4258,Dean White,harrisonnicole@example.com,NETHERLANDS,EUROPE,NONE,FALSE
4259,Matthew Griffith,qrodriguez@example.org,GERMANY,EUROPE,NONE,FALSE
4260,Peter Spence,efrench@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
4261,Kayla Grimes,johnsoncatherine@example.org,UNITED STATES,AMERICA,SILVER,FALSE
4262,Aaron Banks,megan08@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
4263,Amber Brennan,victorsullivan@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
4264,Haley Anthony,fmarshall@example.com,SPAIN,EUROPE,GOLD,FALSE
4265,Angela Lambert,yanderson@example.net,UNITED KINGDOM,EUROPE,SILVER,TRUE
4266,Tyler Garcia,ronald96@example.com,UNITED STATES,AMERICA,GOLD,FALSE
4267,Victor Cole,suzanne56@example.net,AUSTRALIA,APAC,GREEN,TRUE
4268,Melissa Mooney,edwardgomez@example.org,AUSTRALIA,APAC,NONE,TRUE
4269,Isabella Allen,urobles@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4270,Lisa Bell,crawforddaniel@example.com,UNITED STATES,AMERICA,NONE,FALSE
4271,Sherry Sharp,mfowler@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
4272,Kristen Simon,qacosta@example.net,UNITED STATES,AMERICA,NONE,FALSE
4273,William Porter,nathanielmercer@example.net,FRANCE,EUROPE,NONE,FALSE
4274,Theresa Pena,javier35@example.com,GERMANY,EUROPE,NONE,FALSE
4275,Leslie Walton,michaelmejia@example.org,UNITED STATES,AMERICA,SILVER,TRUE
4276,Amy James,ronald91@example.org,AUSTRALIA,APAC,SILVER,TRUE
4277,John Ray,khayden@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4278,David Johnson,sanchezangela@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4279,Frank Long,zacharyrojas@example.com,FRANCE,EUROPE,NONE,TRUE
4280,David Cameron,rodneyjackson@example.org,FRANCE,EUROPE,NONE,FALSE
4281,Destiny Dunn,gking@example.org,NETHERLANDS,EUROPE,GREEN,TRUE
4282,Justin Powell,kellyrichardson@example.com,FRANCE,EUROPE,GREEN,TRUE
4283,William Owen,bethmiller@example.net,UNITED STATES,AMERICA,NONE,FALSE
4284,Jeffrey Bullock,mcguireashley@example.com,CANADA,AMERICA,GREEN,TRUE
4285,Roberta Gonzales,stewarttammy@example.net,UNITED STATES,AMERICA,NONE,FALSE
4286,Misty Norman,ellisjames@example.org,AUSTRALIA,APAC,GREEN,FALSE
4287,Christine Davidson,michaelshaw@example.net,JAPAN,ASIA,SILVER,TRUE
4288,Michael Simpson,vincentdonald@example.com,GERMANY,EUROPE,SILVER,TRUE
4289,Malik Robertson,oscarmiles@example.com,SPAIN,EUROPE,SILVER,TRUE
4290,Harold Butler,james91@example.com,GERMANY,EUROPE,SILVER,TRUE
4291,Stacy Gibbs,drakeamanda@example.com,NETHERLANDS,EUROPE,GOLD,TRUE
4292,Kenneth Nelson,joseph10@example.net,UNITED STATES,AMERICA,SILVER,FALSE
4293,Elijah Hodge,mgreen@example.com,UNITED STATES,AMERICA,NONE,TRUE
4294,Kevin Wilson,rodriguezalicia@example.org,GERMANY,EUROPE,SILVER,FALSE
4295,Sherry Mendez,lewiseric@example.net,UNITED STATES,AMERICA,GOLD,FALSE
4296,Jacqueline Maddox,jason48@example.net,UNITED STATES,AMERICA,GREEN,TRUE
4297,Brandon Moran,wyattkevin@example.com,SWEDEN,EUROPE,NONE,TRUE
4298,Marvin Harrell,rmitchell@example.org,FRANCE,EUROPE,NONE,TRUE
4299,Eric Everett,justin20@example.org,GERMANY,EUROPE,SILVER,TRUE
4300,Sandra Peterson,laura92@example.org,CANADA,AMERICA,NONE,TRUE
4301,Laura Smith,potterjohn@example.com,FRANCE,EUROPE,NONE,TRUE
4302,James Gentry,marissa47@example.net,GERMANY,EUROPE,GREEN,TRUE
4303,Matthew Butler,sarafox@example.org,FRANCE,EUROPE,NONE,TRUE
4304,Kenneth Ayala,myersmatthew@example.org,AUSTRALIA,APAC,GREEN,FALSE
4305,Phillip Miller,aaronjackson@example.com,AUSTRALIA,APAC,GOLD,FALSE
4306,Katherine Ross,mrobertson@example.com,AUSTRALIA,APAC,SILVER,TRUE
4307,Matthew Miller,joseph33@example.net,NETHERLANDS,EUROPE,GREEN,TRUE
4308,James Simon,taylormatthew@example.net,AUSTRALIA,APAC,NONE,TRUE
4309,Andrea Conway,andrea79@example.org,CANADA,AMERICA,GREEN,TRUE
4310,Monica Dunn,padillagregory@example.com,UNITED STATES,AMERICA,GREEN,TRUE
4311,Carolyn Olsen,daycurtis@example.com,NETHERLANDS,EUROPE,NONE,TRUE
4312,Kevin Lawson,robertsjustin@example.org,UNITED STATES,AMERICA,GREEN,FALSE
4313,Jose Cox,lvalenzuela@example.org,UNITED STATES,AMERICA,NONE,TRUE
4314,Diane Jackson,eric12@example.net,UNITED STATES,AMERICA,GREEN,TRUE
4315,Jerry Wu,brettbarrera@example.net,UNITED STATES,AMERICA,NONE,FALSE
4316,Eric Montgomery,npowell@example.com,CANADA,AMERICA,SILVER,TRUE
4317,Melissa Thomas,sheilagreene@example.org,UNITED STATES,AMERICA,NONE,TRUE
4318,Joyce Barnett,gentrylarry@example.com,UNITED STATES,AMERICA,GREEN,TRUE
4319,Laura Ferrell,james21@example.net,CANADA,AMERICA,SILVER,TRUE
4320,Stephanie Garcia,holmesnicole@example.org,SWEDEN,EUROPE,GREEN,TRUE
4321,James Rich,paigeyoung@example.org,FRANCE,EUROPE,NONE,TRUE
4322,Taylor Dudley,dylanbarber@example.net,GERMANY,EUROPE,SILVER,FALSE
4323,Jennifer Bender,obass@example.org,UNITED STATES,AMERICA,NONE,FALSE
4324,Mrs. Whitney Edwards DVM,erik86@example.com,UNITED STATES,AMERICA,SILVER,TRUE
4325,Robin Wells,collinsdennis@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
4326,Willie Peck,bbowman@example.net,FRANCE,EUROPE,NONE,FALSE
4327,John Williams,itucker@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4328,Matthew White,megan00@example.org,FRANCE,EUROPE,SILVER,TRUE
4329,Melissa Khan,melissa09@example.net,UNITED STATES,AMERICA,NONE,FALSE
4330,Tracy Thomas,ibrock@example.com,JAPAN,ASIA,GREEN,TRUE
4331,Jeffrey Roberts,kimlisa@example.net,CANADA,AMERICA,GREEN,FALSE
4332,Christine Thompson,wgoodwin@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
4333,Lauren Flores,jeffreysandoval@example.net,GERMANY,EUROPE,GOLD,TRUE
4334,Timothy Ray,qwong@example.net,JAPAN,ASIA,NONE,FALSE
4335,Roy Dunn,eblack@example.net,GERMANY,EUROPE,GOLD,FALSE
4336,Denise Curtis,michaelsloan@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4337,Joseph Guzman,chadmiller@example.com,AUSTRALIA,APAC,SILVER,FALSE
4338,Leslie Craig,lucasedwards@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
4339,Hannah Briggs,simpsonnicholas@example.net,UNITED KINGDOM,EUROPE,GOLD,FALSE
4340,Tamara Barrera,donna99@example.com,SWEDEN,EUROPE,SILVER,TRUE
4341,Gregory Gray,abush@example.org,UNITED STATES,AMERICA,SILVER,TRUE
4342,Cynthia Michael,rhonda51@example.net,JAPAN,ASIA,NONE,FALSE
4343,Dawn Ramirez,joshua22@example.com,GERMANY,EUROPE,NONE,FALSE
4344,Gabrielle Gonzalez,jeannewton@example.net,GERMANY,EUROPE,GREEN,TRUE
4345,Edward Perkins,donnagomez@example.net,CANADA,AMERICA,NONE,FALSE
4346,Sydney Johnson,vjimenez@example.org,UNITED STATES,AMERICA,NONE,TRUE
4347,Vanessa Roman,wperez@example.com,SWEDEN,EUROPE,SILVER,TRUE
4348,Alexandra Castaneda,kingtravis@example.com,UNITED STATES,AMERICA,NONE,TRUE
4349,Susan Taylor,dennis78@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
4350,Tina Kaiser,nicolemckenzie@example.org,GERMANY,EUROPE,NONE,FALSE
4351,Roger Rodriguez,alexanderolivia@example.net,FRANCE,EUROPE,NONE,FALSE
4352,Martha Hudson,michaelvalencia@example.net,UNITED STATES,AMERICA,NONE,FALSE
4353,Michael Curry,stephaniewilson@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
4354,Evan Perkins,katherinejimenez@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
4355,Eric Skinner,johntravis@example.org,UNITED STATES,AMERICA,NONE,TRUE
4356,Kathy Martin MD,vdennis@example.net,UNITED STATES,AMERICA,GOLD,TRUE
4357,Megan Johnson,lisapatel@example.net,GERMANY,EUROPE,NONE,FALSE
4358,Dana Butler,jennifer00@example.org,UNITED STATES,AMERICA,NONE,FALSE
4359,Christian Jones,andrew17@example.org,SWEDEN,EUROPE,NONE,TRUE
4360,Dennis Henderson,ewalters@example.net,GERMANY,EUROPE,SILVER,FALSE
4361,Ricky Lee,campbellcatherine@example.com,FRANCE,EUROPE,SILVER,FALSE
4362,Sarah Clark,sydneyramirez@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4363,Jon Lewis,kristopheranderson@example.org,UNITED STATES,AMERICA,NONE,FALSE
4364,Austin Williams,phillipsrandall@example.org,AUSTRALIA,APAC,NONE,FALSE
4365,Eduardo Gonzalez,matthewcook@example.net,SWEDEN,EUROPE,NONE,TRUE
4366,Eric Williams,jwolf@example.net,SWEDEN,EUROPE,GOLD,FALSE
4367,Meghan Carlson,rodney72@example.net,GERMANY,EUROPE,SILVER,TRUE
4368,James Norman,despinoza@example.com,SPAIN,EUROPE,NONE,TRUE
4369,Nicolas Hardin,robinsontimothy@example.net,SWEDEN,EUROPE,NONE,FALSE
4370,Richard Obrien,patelaudrey@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
4371,Mark Martin,william30@example.com,SPAIN,EUROPE,SILVER,TRUE
4372,Kevin Flores,znoble@example.org,CANADA,AMERICA,SILVER,FALSE
4373,Rachel Clayton,juanryan@example.net,FRANCE,EUROPE,GOLD,TRUE
4374,Vernon Riley,umaxwell@example.net,UNITED STATES,AMERICA,GREEN,TRUE
4375,Mark Pope,nancy58@example.com,UNITED STATES,AMERICA,GREEN,TRUE
4376,Susan Rodriguez,john62@example.org,GERMANY,EUROPE,SILVER,FALSE
4377,Douglas Torres,katiesilva@example.com,UNITED STATES,AMERICA,NONE,TRUE
4378,Justin King,uperez@example.com,SPAIN,EUROPE,SILVER,TRUE
4379,Alejandra Rowland,estuart@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
4380,Justin Ramirez,mcdanielmichael@example.net,GERMANY,EUROPE,NONE,FALSE
4381,Michelle Campos,joseph07@example.net,GERMANY,EUROPE,NONE,TRUE
4382,Megan Bryant,dawnmerritt@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
4383,Rebecca Farmer,yangstanley@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
4384,Alexa Ramirez,troy11@example.org,UNITED STATES,AMERICA,NONE,TRUE
4385,Brian Wallace,amedina@example.com,UNITED KINGDOM,EUROPE,GOLD,TRUE
4386,Stephen Cisneros,andrea67@example.org,NETHERLANDS,EUROPE,SILVER,TRUE
4387,Dawn Hill,smartinez@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
4388,Tonya Brown,anna67@example.org,FRANCE,EUROPE,NONE,TRUE
4389,Alan Wilson,aowens@example.org,SWEDEN,EUROPE,SILVER,FALSE
4390,Gabriel Frank,donna30@example.com,CANADA,AMERICA,GREEN,FALSE
4391,Eric Bennett,kbarton@example.net,GERMANY,EUROPE,SILVER,FALSE
4392,Mary Scott,fischerdanielle@example.org,NETHERLANDS,EUROPE,SILVER,FALSE
4393,Tyler Palmer,langscott@example.net,UNITED STATES,AMERICA,GOLD,TRUE
4394,Kathryn Lawrence,joseskinner@example.org,AUSTRALIA,APAC,NONE,TRUE
4395,Alex Wyatt,garciasarah@example.org,GERMANY,EUROPE,NONE,TRUE
4396,Jorge Saunders,john31@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
4397,Melissa Ochoa,hicksdavid@example.com,GERMANY,EUROPE,GOLD,FALSE
4398,Bobby Montoya,smithjoseph@example.com,JAPAN,ASIA,GREEN,TRUE
4399,Nicholas Moore,eshaffer@example.com,NETHERLANDS,EUROPE,GREEN,FALSE
4400,Robert Ponce,jason25@example.org,JAPAN,ASIA,SILVER,FALSE
4401,Megan Harris,underwoodjonathan@example.net,FRANCE,EUROPE,SILVER,FALSE
4402,Kevin Mora,bowmananthony@example.org,CANADA,AMERICA,GREEN,FALSE
4403,David Morales MD,bowersmichael@example.org,CANADA,AMERICA,GREEN,FALSE
4404,William Parker,deborahcoleman@example.com,UNITED STATES,AMERICA,GOLD,TRUE
4405,Theresa Goodman,lisa84@example.net,GERMANY,EUROPE,GOLD,TRUE
4406,Reginald Wilson,rrodriguez@example.com,UNITED STATES,AMERICA,NONE,FALSE
4407,Lisa Baldwin,joseph26@example.net,JAPAN,ASIA,NONE,FALSE
4408,Donald Wilcox,jason58@example.org,AUSTRALIA,APAC,SILVER,FALSE
4409,Cameron Davidson,brian14@example.net,AUSTRALIA,APAC,GREEN,FALSE
4410,Sarah Collins,whitejames@example.org,GERMANY,EUROPE,NONE,FALSE
4411,Jacob Hall,william35@example.net,AUSTRALIA,APAC,NONE,FALSE
4412,Joseph Rogers,fstewart@example.net,JAPAN,ASIA,NONE,TRUE
4413,Anita Parks,xstokes@example.com,AUSTRALIA,APAC,GREEN,FALSE
4414,Samantha Barr,henry77@example.com,GERMANY,EUROPE,SILVER,FALSE
4415,Mr. Theodore Cunningham,laura30@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
4416,Robert Williams,hughesamanda@example.net,SWEDEN,EUROPE,GREEN,TRUE
4417,Jeanette Payne,susanpowers@example.com,UNITED STATES,AMERICA,NONE,TRUE
4418,Rebekah Crawford,kristenochoa@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4419,Matthew Roberts,gsmith@example.org,UNITED STATES,AMERICA,GREEN,FALSE
4420,Stephen King,xmoore@example.com,AUSTRALIA,APAC,NONE,FALSE
4421,Heather Gonzalez,wwilliams@example.com,GERMANY,EUROPE,NONE,TRUE
4422,Roy Mendez,donaldchen@example.com,FRANCE,EUROPE,NONE,FALSE
4423,Jeremiah Thomas,michaelhurley@example.org,FRANCE,EUROPE,GOLD,TRUE
4424,Elizabeth Martinez,nayala@example.org,NETHERLANDS,EUROPE,SILVER,TRUE
4425,Matthew Hall,john98@example.net,GERMANY,EUROPE,NONE,TRUE
4426,Derek Moore,eric36@example.org,AUSTRALIA,APAC,GREEN,FALSE
4427,Kathryn Lozano,vswanson@example.com,UNITED STATES,AMERICA,GOLD,TRUE
4428,Nicole Gomez,megan81@example.org,UNITED STATES,AMERICA,NONE,FALSE
4429,Corey Rodriguez,erin27@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4430,Darryl Horn,rachel23@example.net,GERMANY,EUROPE,NONE,TRUE
4431,Jennifer Wade,thomasgarcia@example.com,SPAIN,EUROPE,NONE,FALSE
4432,Debra Johnson,tiffany46@example.com,SWEDEN,EUROPE,NONE,FALSE
4433,Annette Martin,fhall@example.org,NETHERLANDS,EUROPE,NONE,FALSE
4434,Hayley Pace,amandamorrison@example.org,CANADA,AMERICA,NONE,TRUE
4435,Matthew Shelton,briana28@example.net,UNITED STATES,AMERICA,GREEN,FALSE
4436,Jessica Velazquez,yhenry@example.com,UNITED STATES,AMERICA,NONE,TRUE
4437,Mario Flores,jay37@example.org,UNITED STATES,AMERICA,GREEN,FALSE
4438,Brandi Alexander,cathycarrillo@example.net,UNITED STATES,AMERICA,GREEN,TRUE
4439,Roger Cooper,smithnicolas@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
4440,Christopher Scott,stephanie86@example.net,UNITED STATES,AMERICA,GREEN,TRUE
4441,Janet Tyler,jay71@example.com,SWEDEN,EUROPE,SILVER,FALSE
4442,Karen Rodriguez,kellyadam@example.net,AUSTRALIA,APAC,NONE,TRUE
4443,Ana Chavez,ortegaashley@example.com,FRANCE,EUROPE,GREEN,FALSE
4444,Marcus Skinner,ocole@example.org,GERMANY,EUROPE,NONE,TRUE
4445,Miss Virginia Small,shelly48@example.com,JAPAN,ASIA,SILVER,FALSE
4446,William Moore,xsantiago@example.net,UNITED STATES,AMERICA,NONE,TRUE
4447,Stephanie Johnson,robertmoran@example.org,AUSTRALIA,APAC,NONE,TRUE
4448,Kaitlyn Thompson,kmiller@example.org,GERMANY,EUROPE,GREEN,TRUE
4449,Sarah Cantrell,hector95@example.net,UNITED KINGDOM,EUROPE,GOLD,FALSE
4450,Andrew Young,hesslisa@example.net,UNITED STATES,AMERICA,NONE,FALSE
4451,Julie Bell,yward@example.net,FRANCE,EUROPE,SILVER,TRUE
4452,Christopher Smith,bauermichelle@example.net,UNITED STATES,AMERICA,NONE,TRUE
4453,Austin Rogers,stephanienavarro@example.org,FRANCE,EUROPE,GREEN,FALSE
4454,Tasha Williams,wsnyder@example.net,GERMANY,EUROPE,NONE,TRUE
4455,Kari Peterson,stefanie09@example.com,UNITED STATES,AMERICA,NONE,FALSE
4456,Anne Rogers,christine72@example.org,CANADA,AMERICA,GREEN,TRUE
4457,Marco Byrd,seanshaw@example.com,SWEDEN,EUROPE,NONE,FALSE
4458,Thomas Roberts,benjaminmcguire@example.org,GERMANY,EUROPE,NONE,FALSE
4459,Debra Bates,fleminghaley@example.com,FRANCE,EUROPE,NONE,FALSE
4460,John Hughes,sarahjacobs@example.org,NETHERLANDS,EUROPE,SILVER,FALSE
4461,Sue Rodriguez,ccole@example.com,UNITED STATES,AMERICA,GREEN,TRUE
4462,Meghan Powers,velliott@example.net,JAPAN,ASIA,NONE,TRUE
4463,Theresa Patel,enelson@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4464,Matthew Pineda,bdavidson@example.com,GERMANY,EUROPE,NONE,FALSE
4465,Kathy Weber,umedina@example.org,FRANCE,EUROPE,NONE,TRUE
4466,Anthony Rasmussen,bailey16@example.net,AUSTRALIA,APAC,NONE,TRUE
4467,Michael Harper,saragreen@example.org,SWEDEN,EUROPE,GREEN,FALSE
4468,Mrs. Alexis Alexander,benjamin93@example.com,UNITED STATES,AMERICA,GOLD,TRUE
4469,Robert Massey,phillip92@example.com,UNITED STATES,AMERICA,GREEN,TRUE
4470,Stephanie Taylor,basskiara@example.org,AUSTRALIA,APAC,GOLD,FALSE
4471,Tiffany Moore,tamaraparsons@example.org,GERMANY,EUROPE,NONE,FALSE
4472,James Webb,vanessamoore@example.org,UNITED STATES,AMERICA,GREEN,TRUE
4473,Juan Peterson,kristin15@example.org,CANADA,AMERICA,GOLD,TRUE
4474,Eric Peterson,ajames@example.net,GERMANY,EUROPE,GREEN,TRUE
4475,Misty Smith,sabrina83@example.com,GERMANY,EUROPE,NONE,TRUE
4476,Amber Mckay,harrisrenee@example.org,UNITED STATES,AMERICA,NONE,TRUE
4477,Vanessa Underwood,mmorgan@example.org,GERMANY,EUROPE,NONE,FALSE
4478,Erica Oconnor,christina97@example.net,FRANCE,EUROPE,GREEN,TRUE
4479,Rose Johnson,bsolis@example.org,GERMANY,EUROPE,GREEN,TRUE
4480,Dominic Bennett,kristin37@example.org,NETHERLANDS,EUROPE,NONE,FALSE
4481,Rachel Quinn MD,sbraun@example.org,NETHERLANDS,EUROPE,NONE,FALSE
4482,Jeffrey Keller,sallen@example.com,AUSTRALIA,APAC,GOLD,TRUE
4483,Shaun Knox,zzimmerman@example.com,GERMANY,EUROPE,GREEN,FALSE
4484,Nancy Scott,martha66@example.org,JAPAN,ASIA,NONE,TRUE
4485,Donna Ryan,rparker@example.org,NETHERLANDS,EUROPE,NONE,TRUE
4486,Isaiah Hall Jr.,swansoncassandra@example.net,FRANCE,EUROPE,NONE,FALSE
4487,Jason Fletcher,christophermartin@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
4488,Laura Richards,davidhart@example.org,GERMANY,EUROPE,NONE,TRUE
4489,Michael Martinez,dorothysmith@example.net,NETHERLANDS,EUROPE,SILVER,FALSE
4490,Jorge Leblanc,robert71@example.com,UNITED STATES,AMERICA,NONE,FALSE
4491,Mary Rodriguez,ysantos@example.com,UNITED STATES,AMERICA,GOLD,TRUE
4492,Ethan Kelley,barbaramcclain@example.com,GERMANY,EUROPE,NONE,TRUE
4493,Nancy Wood,yvasquez@example.net,AUSTRALIA,APAC,NONE,TRUE
4494,Nicole Ross,lisa66@example.com,UNITED STATES,AMERICA,NONE,FALSE
4495,Karen Long,david85@example.net,NETHERLANDS,EUROPE,NONE,TRUE
4496,Jeffrey Rivera,sara17@example.com,UNITED STATES,AMERICA,SILVER,TRUE
4497,Kenneth Medina,lmoreno@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
4498,Whitney Mcdonald,joy22@example.org,NETHERLANDS,EUROPE,NONE,FALSE
4499,Michael Spencer,perrycatherine@example.net,GERMANY,EUROPE,NONE,TRUE
4500,Julie Shelton,rglover@example.org,UNITED STATES,AMERICA,NONE,FALSE
4501,Robert Taylor,bvalencia@example.org,SPAIN,EUROPE,NONE,TRUE
4502,Danielle Mcbride,scottbrian@example.org,UNITED STATES,AMERICA,SILVER,FALSE
4503,Cheryl Knight,johnsmith@example.org,UNITED STATES,AMERICA,NONE,FALSE
4504,Brian Melton,elizabeth65@example.com,SWEDEN,EUROPE,NONE,TRUE
4505,Erica Mills,nathan45@example.org,AUSTRALIA,APAC,SILVER,FALSE
4506,Ashley Jones,robertellis@example.com,UNITED STATES,AMERICA,SILVER,TRUE
4507,Michael Mills,charles79@example.net,UNITED STATES,AMERICA,GREEN,TRUE
